address,trans,comforts,education,medical,eatery,culture
대전광역시 동구 가양동 우암로277번길 63,0,66,149,90,923,11
대전광역시 동구 가양동 가양남로13번길 39,0,51,117,63,774,13
대전광역시 동구 가양동 흥룡로71번길 60,0,43,128,54,541,6
대전광역시 동구 가양동 동대전로256번길 106,0,40,115,47,544,5
대전광역시 동구 가양동 가양로62번길 72-6,0,51,129,53,729,11
대전광역시 동구 가양동 동대전로241번길 52,0,51,111,57,762,12
대전광역시 동구 가양동 흥룡로 32,0,56,139,72,798,9
대전광역시 동구 가양동 동중앙로79번길 11,0,42,105,52,680,11
대전광역시 동구 가양동 동대전로248번길 120-2,0,38,100,35,479,3
대전광역시 동구 가양동 가양로62번길 33,0,50,126,83,820,12
대전광역시 동구 가양동 충정로 16-2,0,32,122,52,541,4
대전광역시 동구 가양동 동대전로256번길 121,0,37,120,55,517,4
대전광역시 동구 가양동 동대전로256번길 24,0,45,131,38,635,8
대전광역시 동구 가양동 우암로 340-20,0,36,128,56,541,5
대전광역시 동구 가양동 우암로311번길 25,0,45,138,63,692,7
대전광역시 동구 가양동 동대전로284번길 146,0,44,132,59,610,7
대전광역시 동구 가양동 동대전로284번길 140,0,44,133,59,623,7
대전광역시 동구 가양동 갱이7길 6,0,43,105,60,678,12
대전광역시 동구 가양동 갱이7길 2-1,0,43,103,61,680,12
대전광역시 동구 가양동 갱이7길 2,0,42,101,62,680,12
대전광역시 동구 가양동 동서대로1754번길 67,0,62,138,78,865,11
대전광역시 동구 가양동 동서대로1754번길 65,0,62,137,77,872,11
대전광역시 동구 가양동 동서대로1778번길 91,0,48,132,54,593,9
대전광역시 동구 가양동 동서대로1778번길 95,0,46,130,54,580,9
대전광역시 동구 가양동 동대전로264번길 46,0,47,138,44,665,6
대전광역시 동구 가양동 비래서로42번안길 10,0,47,120,54,558,7
대전광역시 동구 가양동 비래서로42번안길 12,0,47,120,54,551,7
대전광역시 동구 가양동 우암로277번길 105,0,68,132,93,903,12
대전광역시 동구 가양동 가양로 133-10,0,62,149,114,861,9
대전광역시 동구 가양동 가양로 133-8,0,62,149,111,863,9
대전광역시 동구 가양동 우암로195번길 52,0,50,114,110,774,11
대전광역시 동구 가양동 우암로195번길 50,0,48,114,111,771,11
대전광역시 동구 가양동 비래서로42번안길 8,0,47,122,54,556,7
대전광역시 동구 가양동 갱이길 37,1,45,115,68,706,10
대전광역시 동구 가양동 우암로381번길 22,0,39,112,47,475,6
대전광역시 동구 가양동 우암로195번길 135,0,62,136,109,818,10
대전광역시 동구 가양동 동서대로1754번길 69,0,62,136,77,866,11
대전광역시 동구 가양동 합내로23번길 29,0,55,114,108,768,11
대전광역시 동구 가양동 흥룡로 16,0,61,148,86,878,11
대전광역시 동구 가양동 우암로195번길 10,0,42,116,104,703,10
대전광역시 동구 가오동 대전천동로 166,0,22,121,47,415,6
대전광역시 동구 가오동 대전천동로 152,0,23,108,48,391,3
대전광역시 동구 가오동 대전로470번길 46,0,24,138,61,448,7
대전광역시 동구 가오동 동구청로 65-48,0,23,121,49,421,5
대전광역시 동구 가오동 동구청로 66,0,23,115,46,419,4
대전광역시 동구 가오동 대전로 459-9,0,22,124,57,441,7
대전광역시 동구 가오동 대전로470번길 70,1,23,146,63,465,7
대전광역시 동구 가오동 은어송로51번길 75,1,20,129,54,426,6
대전광역시 동구 낭월동 산내로 1303,0,11,31,15,105,3
대전광역시 동구 낭월동 산내로1299번길 7,0,11,31,14,104,3
대전광역시 동구 대동 이화로34번길 18,1,47,122,48,572,7
대전광역시 동구 대동 이화로34번길 7,1,47,118,48,569,7
대전광역시 동구 대동 이화로35번길 6,1,47,115,48,569,7
대전광역시 동구 대동 대동로 49-10,1,48,115,44,599,6
대전광역시 동구 대동 동대전로114번길 40,1,47,120,49,568,7
대전광역시 동구 대동 동대전로96번길 16,1,39,106,53,554,7
대전광역시 동구 대동 동대전로96번길 18,1,37,106,55,547,8
대전광역시 동구 대동 동대전로114번길 6,1,45,117,49,570,7
대전광역시 동구 대동 동대전로110번길 109,1,44,117,46,600,7
대전광역시 동구 대동 동대전로104번길 29,1,46,114,49,560,7
대전광역시 동구 대동 동대전로104번길 29-1,1,46,116,49,563,7
대전광역시 동구 대동 동대전로110번길 108,1,44,117,45,603,6
대전광역시 동구 대동 동대전로110번길 72,1,46,116,47,577,7
대전광역시 동구 대동 동대전로124번길 30,1,47,121,49,576,7
대전광역시 동구 대동 동대전로110번길 120-9,1,42,116,46,590,7
대전광역시 동구 대동 동대전로110번길 120-33,2,37,117,51,562,7
대전광역시 동구 대동 동대전로110번길 120-13,1,41,117,51,583,7
대전광역시 동구 대동 대동로 49-14,1,49,115,45,604,6
대전광역시 동구 대동 백룡로48번길 76,1,46,113,46,607,6
대전광역시 동구 대동 동대전로104번길 12,1,41,113,48,553,6
대전광역시 동구 대동 동대전로124번길 3,1,48,118,48,584,7
대전광역시 동구 대동 대자양5길 11,2,40,91,81,696,13
대전광역시 동구 대별동 산서로 1641,0,5,16,9,59,1
대전광역시 동구 대성동 대전로316번길 33,0,9,38,4,83,1
대전광역시 동구 대성동 대전로316번길 17,0,9,40,4,85,1
대전광역시 동구 대성동 대전로304번길 30,0,7,31,5,81,1
대전광역시 동구 대성동 대전로304번길 49,0,8,33,4,76,1
대전광역시 동구 대성동 산내로1376번길 7,0,6,32,15,81,3
대전광역시 동구 대성동 대전로 320-1,0,9,40,4,87,1
대전광역시 동구 대성동 대전로316번길 22,0,8,35,4,87,1
대전광역시 동구 대성동 대전로304번길 6-2,0,7,29,5,84,0
대전광역시 동구 삼성동 태전로161번길 29,0,33,115,71,472,8
대전광역시 동구 삼성동 태전로174번안길 30,0,32,94,31,421,10
대전광역시 동구 삼성동 동서대로1503번길 54,0,33,113,68,468,8
대전광역시 동구 삼성동 우암로135번길 7,1,21,114,89,544,13
대전광역시 동구 삼성동 태전로131번길 25,0,28,120,43,538,14
대전광역시 동구 삼성동 현암로62번길 30,0,29,103,48,413,8
대전광역시 동구 삼성동 태전로161번길 47,0,32,114,74,459,9
대전광역시 동구 삼성동 태전로161번길 65,0,32,110,72,450,8
대전광역시 동구 삼성동 태전로161번길 67,0,33,108,71,450,8
대전광역시 동구 삼성동 현암로72번길 34-2,0,26,100,63,426,7
대전광역시 동구 삼성동 우암로147번길 19-1,0,22,107,91,554,10
대전광역시 동구 삼성동 대전로987번길 81,0,26,95,39,379,9
대전광역시 동구 삼성동 대전천북로134번길 12,0,35,125,72,474,9
대전광역시 동구 삼성동 태전로107번길 11,0,39,135,45,609,14
대전광역시 동구 삼성동 태전로174번길 27,0,33,97,33,482,9
대전광역시 동구 삼성동 우암로135번길 10,1,21,113,87,539,12
대전광역시 동구 삼성동 우암로147번길 19-3,0,22,113,90,548,10
대전광역시 동구 삼성동 대전천북로112번길 46,0,34,115,74,475,10
대전광역시 동구 삼성동 우암로85번길 23,1,34,127,76,644,13
대전광역시 동구 삼성동 우암로85번길 15,1,34,137,82,667,14
대전광역시 동구 삼성동 현암로48번길 39-1,0,29,104,48,414,8
대전광역시 동구 삼성동 현암로48번길 39-2,0,30,104,48,417,8
대전광역시 동구 삼성동 우암로135번길 25,0,21,115,87,540,11
대전광역시 동구 삼성동 태전로183번길 32,0,32,106,65,454,8
대전광역시 동구 삼성동 태전로183번길 24,0,32,106,65,467,8
대전광역시 동구 삼성동 태전로193번길 15,0,32,106,48,450,8
대전광역시 동구 삼성동 태전로193번길 19,0,32,106,65,451,8
대전광역시 동구 삼성동 현암로48번길 28,0,29,99,44,428,9
대전광역시 동구 삼성동 우암로135번길 26,0,21,112,87,551,11
대전광역시 동구 삼성동 현암로10번길 47,0,33,99,29,537,10
대전광역시 동구 삼성동 태전로193번길 46,0,26,97,63,431,7
대전광역시 동구 삼성동 태전로161번길 5,0,30,110,49,447,10
대전광역시 동구 삼성동 태전로161번길 3,0,30,109,49,443,10
대전광역시 동구 삼성동 솔랑1길 40,1,21,116,80,563,13
대전광역시 동구 삼성동 태전로183번길 25,0,33,106,66,464,8
대전광역시 동구 삼성동 태전로183번길 33,0,33,107,66,456,8
대전광역시 동구 삼정동 옥천로 289-29,0,6,16,22,62,1
대전광역시 동구 성남동 우암로171번길 16-6,0,28,95,104,611,12
대전광역시 동구 성남동 성남로6번길 25,0,58,119,91,852,13
대전광역시 동구 성남동 성남로28번길 48-16,0,57,117,91,857,12
대전광역시 동구 성남동 계족로369번길 22-11,0,55,129,93,859,13
대전광역시 동구 성남동 계족로330번길 7,0,28,96,106,608,12
대전광역시 동구 성남동 계족로336번길 33,0,40,91,103,692,12
대전광역시 동구 성남동 계족로336번길 37-5,0,44,94,102,706,12
대전광역시 동구 성남동 동서대로1668번길 36,0,67,119,100,888,11
대전광역시 동구 성남동 성남로28번길 22-8,0,48,123,94,801,15
대전광역시 동구 성남동 동서대로1622번길 41,0,50,130,93,814,13
대전광역시 동구 성남동 가양로123번길 75,0,63,104,105,824,11
대전광역시 동구 성남동 계족로391번길 14,0,62,116,90,867,10
대전광역시 동구 성남동 계족로358번길 11,0,46,103,97,735,13
대전광역시 동구 성남동 우암로 181,0,28,96,109,589,10
대전광역시 동구 성남동 계족로330번길 36-12,0,36,102,105,667,12
대전광역시 동구 성남동 계족로330번길 30-14,0,33,100,104,652,11
대전광역시 동구 성남동 우암로171번길 30,0,35,99,100,659,13
대전광역시 동구 성남동 성남로6번길 24,0,56,114,91,855,13
대전광역시 동구 성남동 성남로6번길 24-1,0,57,112,92,858,13
대전광역시 동구 성남동 성남로28번길 22-12,0,48,124,92,799,14
대전광역시 동구 소제동 수향길 33,2,33,106,105,741,14
대전광역시 동구 소제동 미래4길 5,2,45,108,94,689,11
대전광역시 동구 신흥동 중심1길 19,1,18,138,39,251,7
대전광역시 동구 신흥동 옻밭5길 48,1,21,140,46,271,9
대전광역시 동구 신흥동 옻밭5길 46-1,2,21,139,50,277,9
대전광역시 동구 신흥동 옻밭5길 46,2,21,139,51,278,9
대전광역시 동구 신흥동 옻밭5길 42-1,2,21,137,56,276,9
대전광역시 동구 신흥동 옻밭5길 42,2,22,139,61,276,9
대전광역시 동구 신흥동 옻밭3길 90,2,21,140,60,286,10
대전광역시 동구 신흥동 장수3길 22,1,16,126,41,284,8
대전광역시 동구 신흥동 옻밭5길 28,2,21,141,61,298,10
대전광역시 동구 신흥동 장수1길 15,2,22,138,63,323,9
대전광역시 동구 용운동 용운로205번길 69,0,15,47,22,212,8
대전광역시 동구 용운동 계족로140번길 170,1,36,120,54,470,10
대전광역시 동구 용운동 계족로140번길 168,1,36,122,55,476,11
대전광역시 동구 용운동 동부로 170,0,12,29,21,173,7
대전광역시 동구 용운동 용운로 124-22,0,22,98,31,321,9
대전광역시 동구 용운동 동부로73번길 20-16,1,25,87,58,279,7
대전광역시 동구 용운동 동부로73번길 20-18,1,25,87,58,276,7
대전광역시 동구 용운동 동부로73번길 20-10,1,25,88,58,284,7
대전광역시 동구 용운동 동부로85번길 19-2,1,25,86,58,277,7
대전광역시 동구 용운동 용운로205번길 68,0,15,44,22,209,8
대전광역시 동구 용운동 용운로205번길 77-5,0,22,54,26,234,8
대전광역시 동구 용운동 늘들길 87,1,46,121,48,580,12
대전광역시 동구 용운동 계족로140번길 191-5,0,31,99,30,362,10
대전광역시 동구 용운동 늘들길 13,1,41,118,51,567,11
대전광역시 동구 용운동 동부로85번길 25,1,25,87,58,276,7
대전광역시 동구 용전동 한밭대로1254번길 27,0,77,118,98,1035,7
대전광역시 동구 용전동 계족로 433-10,0,74,135,77,912,12
대전광역시 동구 용전동 송촌남로11번길 7,0,70,123,101,830,11
대전광역시 동구 용전동 한밭대로1254번길 51,0,75,116,96,982,7
대전광역시 동구 용전동 계족로475번길 15,0,83,121,95,1037,13
대전광역시 동구 용전동 한밭대로1268번길 59,0,80,106,94,1074,7
대전광역시 동구 용전동 계족로476번길 60,0,74,113,96,923,8
대전광역시 동구 용전동 계족로469번길 29,0,81,119,96,1025,13
대전광역시 동구 용전동 동서대로1653번길 132,0,77,106,93,1042,7
대전광역시 동구 용전동 한밭대로1237번길 58,0,66,262,73,1099,11
대전광역시 동구 용전동 계족로431번길 32,0,74,130,78,883,11
대전광역시 동구 용전동 계족로475번길 29,0,82,118,97,1032,13
대전광역시 동구 용전동 동서대로1653번길 115,0,81,117,96,1005,7
대전광역시 동구 용전동 계족로 485-35,0,80,111,93,1048,12
대전광역시 동구 용전동 계족로 485-36,0,79,110,91,1043,12
대전광역시 동구 용전동 계족로446번길 28,0,76,141,82,922,9
대전광역시 동구 용전동 동서대로1683번길 67,0,73,128,79,911,8
대전광역시 동구 용전동 송촌남로11번길 157,0,73,160,74,1118,12
대전광역시 동구 용전동 홍도로46번길 72-14,0,77,120,88,1002,13
대전광역시 동구 용전동 동서대로1653번길 37-3,0,74,128,78,913,10
대전광역시 동구 용전동 동서대로1653번길 35-2,0,74,129,80,919,10
대전광역시 동구 용전동 계족로490번길 30,0,81,105,98,1080,6
대전광역시 동구 용전동 계족로489번길 4-11,0,82,106,88,1056,12
대전광역시 동구 용전동 계족로457번길 73,0,80,108,80,1003,11
대전광역시 동구 용전동 한밭대로1268번길 30-1,0,74,117,98,1014,7
대전광역시 동구 용전동 계족로443번길 24,0,74,138,80,911,11
대전광역시 동구 인동 대전로 695-6,1,47,108,99,787,23
대전광역시 동구 인동 대전로 670-15,1,35,123,67,518,11
대전광역시 동구 자양동 백룡로 35-24,0,51,107,38,570,8
대전광역시 동구 자양동 계족로 184-67,1,41,103,46,565,11
대전광역시 동구 자양동 백룡로22번길 49,1,51,116,51,617,7
대전광역시 동구 자양동 충정로 127-1,0,52,112,38,605,7
대전광역시 동구 자양동 충정로 127-2,0,53,112,38,608,7
대전광역시 동구 자양동 성동로7번길 41,0,50,89,19,564,6
대전광역시 동구 자양동 백룡로57번길 65,0,49,97,22,547,7
대전광역시 동구 자양동 고니길 17,2,43,99,77,637,11
대전광역시 동구 자양동 백룡로22번길 56,1,50,114,51,622,6
대전광역시 동구 자양동 충정로 105-8,0,49,99,38,545,6
대전광역시 동구 자양동 이화로 7-1,1,56,119,43,608,7
대전광역시 동구 자양동 고니5길 16,2,38,97,75,602,11
대전광역시 동구 자양동 동대전로131번길 40-30,1,44,104,44,594,10
대전광역시 동구 자양동 백룡로21번길 48,0,46,95,15,548,5
대전광역시 동구 자양동 백룡로21번길 50,0,47,94,17,546,5
대전광역시 동구 자양동 고니5길 13,2,40,97,80,622,11
대전광역시 동구 자양동 백룡로37번길 18,1,57,100,38,595,10
대전광역시 동구 자양동 백룡로57번길 130-1,0,50,91,26,582,6
대전광역시 동구 자양동 충정로139번길 27,0,56,97,39,667,6
대전광역시 동구 자양동 백룡로21번길 14,1,50,106,43,596,5
대전광역시 동구 자양동 백룡로11번안길 26,1,50,105,38,588,6
대전광역시 동구 자양동 백룡로6번길 29-14,1,51,125,53,640,6
대전광역시 동구 자양동 백룡로57번길 125,0,49,94,26,590,5
대전광역시 동구 자양동 충정로 107,0,48,102,38,537,4
대전광역시 동구 중동 선화로192번길 41,2,54,181,116,1516,38
대전광역시 동구 천동 대전로542번길 10,1,18,89,45,372,6
대전광역시 동구 천동 대전로542번길 19,1,16,85,53,336,6
대전광역시 동구 천동 대전로 496-1,0,22,153,62,462,6
대전광역시 동구 천동 대전로 592-10,1,18,97,61,340,10
대전광역시 동구 판암동 판교3길 18,2,20,108,53,271,5
대전광역시 동구 판암동 옻밭3길 70,1,20,142,36,256,9
대전광역시 동구 판암동 옻밭5길 66,2,19,128,32,243,7
대전광역시 동구 판암동 옻밭5길 118,2,22,125,60,280,5
대전광역시 동구 판암동 옥천로176번길 104,2,21,99,52,299,6
대전광역시 동구 판암동 옻밭3길 3,2,21,119,60,275,6
대전광역시 동구 판암동 중심1길 36,1,20,141,43,267,7
대전광역시 동구 판암동 중심4길 3,2,20,120,57,259,6
대전광역시 동구 판암동 동부로 9,2,18,104,41,208,4
