index,위도,경도,도로명주소,API,교통,마트편의점,교육시설,의료시설,음식점카페,문화공간
953,127.377049521,36.308565389,대전광역시 서구 복수동 오량2길 61,"{'교통': 0, '마트편의점': 20, '교육시설': 123, '의료시설': 88, '음식점카페': 388, '문화공간': 9}",0,20,123,88,388,9
954,127.377118181,36.308696024,대전광역시 서구 복수동 오량2길 59,"{'교통': 0, '마트편의점': 20, '교육시설': 118, '의료시설': 88, '음식점카페': 382, '문화공간': 9}",0,20,118,88,382,9
955,127.376778566,36.308716020,대전광역시 서구 복수동 오량2길 65,"{'교통': 0, '마트편의점': 20, '교육시설': 119, '의료시설': 84, '음식점카페': 408, '문화공간': 9}",0,20,119,84,408,9
956,127.377433997,36.308381687,대전광역시 서구 복수동 오량4길 98,"{'교통': 0, '마트편의점': 20, '교육시설': 123, '의료시설': 89, '음식점카페': 379, '문화공간': 9}",0,20,123,89,379,9
957,127.377096717,36.308932471,대전광역시 서구 복수동 오량2길 57,"{'교통': 0, '마트편의점': 20, '교육시설': 111, '의료시설': 85, '음식점카페': 383, '문화공간': 8}",0,20,111,85,383,8
958,127.378090818,36.310711688,대전광역시 서구 복수동 오량6길 3,"{'교통': 0, '마트편의점': 20, '교육시설': 84, '의료시설': 82, '음식점카페': 388, '문화공간': 8}",0,20,84,82,388,8
959,127.377962934,36.300201969,대전광역시 서구 복수동 복수남로32번길 37,"{'교통': 0, '마트편의점': 22, '교육시설': 130, '의료시설': 30, '음식점카페': 340, '문화공간': 3}",0,22,130,30,340,3
960,127.376764213,36.310268800,대전광역시 서구 복수동 오량4길 8,"{'교통': 0, '마트편의점': 19, '교육시설': 83, '의료시설': 70, '음식점카페': 367, '문화공간': 7}",0,19,83,70,367,7
961,127.376372741,36.310296528,대전광역시 서구 복수동 오량1길 52,"{'교통': 0, '마트편의점': 20, '교육시설': 81, '의료시설': 69, '음식점카페': 370, '문화공간': 7}",0,20,81,69,370,7
962,127.376524759,36.310302808,대전광역시 서구 복수동 오량1길 54,"{'교통': 0, '마트편의점': 19, '교육시설': 83, '의료시설': 69, '음식점카페': 373, '문화공간': 7}",0,19,83,69,373,7
963,127.396636038,36.340429498,대전광역시 서구 용문동 아랫강변9길 4,"{'교통': 1, '마트편의점': 58, '교육시설': 164, '의료시설': 102, '음식점카페': 842, '문화공간': 8}",1,58,164,102,842,8
964,127.394774764,36.334610456,대전광역시 서구 용문동 계룡로686번길 36,"{'교통': 1, '마트편의점': 48, '교육시설': 119, '의료시설': 111, '음식점카페': 798, '문화공간': 7}",1,48,119,111,798,7
965,127.400819826,36.341300223,대전광역시 서구 용문동 도솔로519번길 35,"{'교통': 1, '마트편의점': 37, '교육시설': 138, '의료시설': 96, '음식점카페': 541, '문화공간': 8}",1,37,138,96,541,8
966,127.398112057,36.340648352,대전광역시 서구 용문동 아랫강변9길 33,"{'교통': 1, '마트편의점': 47, '교육시설': 143, '의료시설': 103, '음식점카페': 787, '문화공간': 8}",1,47,143,103,787,8
967,127.398226333,36.338655201,대전광역시 서구 용문동 아랫강변9길 82,"{'교통': 1, '마트편의점': 44, '교육시설': 126, '의료시설': 106, '음식점카페': 702, '문화공간': 8}",1,44,126,106,702,8
968,127.401451231,36.341655961,대전광역시 서구 용문동 유등로 613,"{'교통': 1, '마트편의점': 33, '교육시설': 132, '의료시설': 88, '음식점카페': 518, '문화공간': 8}",1,33,132,88,518,8
969,127.401520777,36.342987034,대전광역시 서구 용문동 유등로 629,"{'교통': 1, '마트편의점': 35, '교육시설': 137, '의료시설': 80, '음식점카페': 568, '문화공간': 7}",1,35,137,80,568,7
970,127.401513289,36.342852063,대전광역시 서구 용문동 유등로 627,"{'교통': 1, '마트편의점': 35, '교육시설': 137, '의료시설': 81, '음식점카페': 570, '문화공간': 8}",1,35,137,81,570,8
971,127.397038433,36.336665931,대전광역시 서구 용문동 아랫강변1길 39,"{'교통': 1, '마트편의점': 46, '교육시설': 132, '의료시설': 94, '음식점카페': 659, '문화공간': 4}",1,46,132,94,659,4
972,127.398076122,36.339277873,대전광역시 서구 용문동 아랫강변4길 66,"{'교통': 1, '마트편의점': 45, '교육시설': 129, '의료시설': 104, '음식점카페': 752, '문화공간': 7}",1,45,129,104,752,7
973,127.392408050,36.333881898,대전광역시 서구 용문동 괴정로189번길 29,"{'교통': 1, '마트편의점': 52, '교육시설': 132, '의료시설': 135, '음식점카페': 876, '문화공간': 9}",1,52,132,135,876,9
974,127.392108169,36.333717156,대전광역시 서구 용문동 괴정로189번길 25,"{'교통': 1, '마트편의점': 51, '교육시설': 133, '의료시설': 135, '음식점카페': 876, '문화공간': 11}",1,51,133,135,876,11
975,127.392471640,36.336100657,대전광역시 서구 용문동 용문로 89-6,"{'교통': 1, '마트편의점': 54, '교육시설': 135, '의료시설': 119, '음식점카페': 843, '문화공간': 6}",1,54,135,119,843,6
976,127.399122307,36.340157536,대전광역시 서구 용문동 도솔로 514,"{'교통': 1, '마트편의점': 41, '교육시설': 139, '의료시설': 109, '음식점카페': 701, '문화공간': 9}",1,41,139,109,701,9
977,127.397195497,36.339564133,대전광역시 서구 용문동 아랫강변6길 122,"{'교통': 1, '마트편의점': 54, '교육시설': 117, '의료시설': 97, '음식점카페': 787, '문화공간': 7}",1,54,117,97,787,7
978,127.392541319,36.332517169,대전광역시 서구 용문동 괴정로 195-12,"{'교통': 1, '마트편의점': 47, '교육시설': 147, '의료시설': 126, '음식점카페': 904, '문화공간': 9}",1,47,147,126,904,9
979,127.399955230,36.342480055,대전광역시 서구 용문동 도솔로499번길 40,"{'교통': 1, '마트편의점': 38, '교육시설': 155, '의료시설': 103, '음식점카페': 696, '문화공간': 8}",1,38,155,103,696,8
980,127.400061588,36.342388771,대전광역시 서구 용문동 도솔로499번길 42,"{'교통': 1, '마트편의점': 38, '교육시설': 153, '의료시설': 108, '음식점카페': 693, '문화공간': 8}",1,38,153,108,693,8
981,127.392761142,36.337080367,대전광역시 서구 용문동 도산로370번길 11,"{'교통': 1, '마트편의점': 53, '교육시설': 132, '의료시설': 117, '음식점카페': 850, '문화공간': 5}",1,53,132,117,850,5
982,127.393458331,36.336865486,대전광역시 서구 용문동 계룡로 658-18,"{'교통': 1, '마트편의점': 51, '교육시설': 130, '의료시설': 105, '음식점카페': 794, '문화공간': 4}",1,51,130,105,794,4
983,127.392984253,36.337281407,대전광역시 서구 용문동 도산로 376-12,"{'교통': 1, '마트편의점': 54, '교육시설': 131, '의료시설': 116, '음식점카페': 861, '문화공간': 5}",1,54,131,116,861,5
984,127.393246784,36.337059124,대전광역시 서구 용문동 도산로 376-20,"{'교통': 1, '마트편의점': 53, '교육시설': 131, '의료시설': 110, '음식점카페': 818, '문화공간': 4}",1,53,131,110,818,4
985,127.399747077,36.339152800,대전광역시 서구 용문동 아랫강변10길 62,"{'교통': 1, '마트편의점': 38, '교육시설': 133, '의료시설': 104, '음식점카페': 560, '문화공간': 8}",1,38,133,104,560,8
986,127.399436479,36.338597722,대전광역시 서구 용문동 아랫강변10길 56,"{'교통': 1, '마트편의점': 42, '교육시설': 133, '의료시설': 100, '음식점카페': 550, '문화공간': 8}",1,42,133,100,550,8
987,127.388340575,36.336442270,대전광역시 서구 용문동 도산로335번길 14,"{'교통': 1, '마트편의점': 69, '교육시설': 173, '의료시설': 149, '음식점카페': 951, '문화공간': 9}",1,69,173,149,951,9
988,127.394570164,36.334523447,대전광역시 서구 용문동 유등로505번길 24,"{'교통': 1, '마트편의점': 49, '교육시설': 119, '의료시설': 118, '음식점카페': 806, '문화공간': 7}",1,49,119,118,806,7
989,127.399969202,36.338197801,대전광역시 서구 용문동 아랫강변10길 32,"{'교통': 1, '마트편의점': 38, '교육시설': 143, '의료시설': 111, '음식점카페': 497, '문화공간': 4}",1,38,143,111,497,4
990,127.397068514,36.339673777,대전광역시 서구 용문동 아랫강변6길 120,"{'교통': 1, '마트편의점': 54, '교육시설': 124, '의료시설': 99, '음식점카페': 805, '문화공간': 7}",1,54,124,99,805,7
991,127.387567031,36.336535350,대전광역시 서구 용문동 도산로335번길 25,"{'교통': 1, '마트편의점': 70, '교육시설': 171, '의료시설': 150, '음식점카페': 958, '문화공간': 9}",1,70,171,150,958,9
992,127.394234007,36.333482706,대전광역시 서구 용문동 용문로 126-3,"{'교통': 1, '마트편의점': 46, '교육시설': 130, '의료시설': 111, '음식점카페': 846, '문화공간': 8}",1,46,130,111,846,8
993,127.394121654,36.333377819,대전광역시 서구 용문동 용문로 126-2,"{'교통': 1, '마트편의점': 47, '교육시설': 131, '의료시설': 115, '음식점카페': 854, '문화공간': 8}",1,47,131,115,854,8
994,127.398280507,36.338816331,대전광역시 서구 용문동 아랫강변9길 84,"{'교통': 1, '마트편의점': 44, '교육시설': 127, '의료시설': 106, '음식점카페': 715, '문화공간': 8}",1,44,127,106,715,8
995,127.394386496,36.334876954,대전광역시 서구 용문동 유등로505번길 32,"{'교통': 1, '마트편의점': 48, '교육시설': 120, '의료시설': 110, '음식점카페': 794, '문화공간': 6}",1,48,120,110,794,6
996,127.399409377,36.341230418,대전광역시 서구 용문동 도솔로505번길 16,"{'교통': 1, '마트편의점': 41, '교육시설': 135, '의료시설': 104, '음식점카페': 701, '문화공간': 8}",1,41,135,104,701,8
997,127.399858319,36.337707842,대전광역시 서구 용문동 유등로 565,"{'교통': 1, '마트편의점': 41, '교육시설': 153, '의료시설': 113, '음식점카페': 509, '문화공간': 4}",1,41,153,113,509,4
998,127.399949099,36.337816941,대전광역시 서구 용문동 유등로 567,"{'교통': 1, '마트편의점': 41, '교육시설': 153, '의료시설': 112, '음식점카페': 485, '문화공간': 4}",1,41,153,112,485,4
999,127.400045997,36.337924398,대전광역시 서구 용문동 유등로 569,"{'교통': 1, '마트편의점': 41, '교육시설': 149, '의료시설': 110, '음식점카페': 477, '문화공간': 4}",1,41,149,110,477,4
1000,127.390425012,36.337692801,대전광역시 서구 용문동 계룡로636번길 42,"{'교통': 1, '마트편의점': 70, '교육시설': 195, '의료시설': 153, '음식점카페': 1030, '문화공간': 9}",1,70,195,153,1030,9
1001,127.400271650,36.340620862,대전광역시 서구 용문동 도솔로519번길 11,"{'교통': 1, '마트편의점': 37, '교육시설': 135, '의료시설': 100, '음식점카페': 601, '문화공간': 9}",1,37,135,100,601,9
1002,127.400770932,36.341105823,대전광역시 서구 용문동 도솔로519번길 31,"{'교통': 1, '마트편의점': 36, '교육시설': 132, '의료시설': 96, '음식점카페': 538, '문화공간': 8}",1,36,132,96,538,8
1003,127.390975100,36.333404645,대전광역시 서구 용문동 괴정로181번길 6,"{'교통': 1, '마트편의점': 51, '교육시설': 158, '의료시설': 139, '음식점카페': 894, '문화공간': 11}",1,51,158,139,894,11
1004,127.400120670,36.341874632,대전광역시 서구 용문동 도산로452번길 25,"{'교통': 1, '마트편의점': 35, '교육시설': 136, '의료시설': 97, '음식점카페': 681, '문화공간': 8}",1,35,136,97,681,8
1005,127.394364268,36.335151706,대전광역시 서구 용문동 도산로370번길 61,"{'교통': 1, '마트편의점': 48, '교육시설': 115, '의료시설': 105, '음식점카페': 784, '문화공간': 6}",1,48,115,105,784,6
1006,127.390828551,36.335840105,대전광역시 서구 용문동 도산로 350-2,"{'교통': 1, '마트편의점': 58, '교육시설': 154, '의료시설': 135, '음식점카페': 872, '문화공간': 7}",1,58,154,135,872,7
1007,127.391299380,36.335976534,대전광역시 서구 용문동 용문로 88,"{'교통': 1, '마트편의점': 58, '교육시설': 153, '의료시설': 134, '음식점카페': 867, '문화공간': 7}",1,58,153,134,867,7
1008,127.401072657,36.340382879,대전광역시 서구 용문동 유등로 599,"{'교통': 1, '마트편의점': 36, '교육시설': 131, '의료시설': 115, '음식점카페': 485, '문화공간': 8}",1,36,131,115,485,8
1009,127.401120826,36.340522760,대전광역시 서구 용문동 유등로 599-1,"{'교통': 1, '마트편의점': 36, '교육시설': 131, '의료시설': 115, '음식점카페': 490, '문화공간': 8}",1,36,131,115,490,8
1010,127.401148824,36.340639008,대전광역시 서구 용문동 도산로452번길 60,"{'교통': 1, '마트편의점': 36, '교육시설': 130, '의료시설': 114, '음식점카페': 495, '문화공간': 8}",1,36,130,114,495,8
1011,127.398829073,36.337720924,대전광역시 서구 용문동 탄방로 133,"{'교통': 1, '마트편의점': 45, '교육시설': 138, '의료시설': 96, '음식점카페': 585, '문화공간': 5}",1,45,138,96,585,5
1012,127.395718098,36.336866226,대전광역시 서구 용문동 아랫강변3길 6,"{'교통': 1, '마트편의점': 46, '교육시설': 126, '의료시설': 91, '음식점카페': 686, '문화공간': 4}",1,46,126,91,686,4
1013,127.390358935,36.335500183,대전광역시 서구 용문동 도산로 342-7,"{'교통': 1, '마트편의점': 59, '교육시설': 163, '의료시설': 132, '음식점카페': 887, '문화공간': 7}",1,59,163,132,887,7
1014,127.390532576,36.335298564,대전광역시 서구 용문동 괴정로165번길 29,"{'교통': 1, '마트편의점': 60, '교육시설': 157, '의료시설': 130, '음식점카페': 882, '문화공간': 7}",1,60,157,130,882,7
1015,127.399443562,36.338806952,대전광역시 서구 용문동 아랫강변10길 58,"{'교통': 1, '마트편의점': 41, '교육시설': 133, '의료시설': 101, '음식점카페': 563, '문화공간': 8}",1,41,133,101,563,8
1016,127.394219537,36.333661367,대전광역시 서구 용문동 용문로 124,"{'교통': 1, '마트편의점': 47, '교육시설': 129, '의료시설': 114, '음식점카페': 843, '문화공간': 8}",1,47,129,114,843,8
1017,127.366682732,36.306950726,대전광역시 서구 정림동 정림로70번길 30,"{'교통': 0, '마트편의점': 13, '교육시설': 96, '의료시설': 34, '음식점카페': 210, '문화공간': 7}",0,13,96,34,210,7
1018,127.368805213,36.304745853,대전광역시 서구 정림동 정림동로30번길 6,"{'교통': 0, '마트편의점': 16, '교육시설': 136, '의료시설': 36, '음식점카페': 260, '문화공간': 7}",0,16,136,36,260,7
1019,127.368188146,36.311797519,대전광역시 서구 정림동 계백로1307번길 22-47,"{'교통': 0, '마트편의점': 22, '교육시설': 88, '의료시설': 41, '음식점카페': 309, '문화공간': 8}",0,22,88,41,309,8
1020,127.367878795,36.302263247,대전광역시 서구 정림동 정림로10번길 33,"{'교통': 0, '마트편의점': 16, '교육시설': 131, '의료시설': 35, '음식점카페': 271, '문화공간': 5}",0,16,131,35,271,5
1021,127.368023401,36.302188364,대전광역시 서구 정림동 정림로10번길 31,"{'교통': 0, '마트편의점': 17, '교육시설': 131, '의료시설': 35, '음식점카페': 277, '문화공간': 5}",0,17,131,35,277,5
1022,127.367978554,36.30245345,대전광역시 서구 정림동 정림로10번길 37-5,"{'교통': 0, '마트편의점': 16, '교육시설': 133, '의료시설': 35, '음식점카페': 274, '문화공간': 5}",0,16,133,35,274,5
1023,127.368723158,36.308506468,대전광역시 서구 정림동 계백로 1310-5,"{'교통': 0, '마트편의점': 19, '교육시설': 103, '의료시설': 39, '음식점카페': 277, '문화공간': 7}",0,19,103,39,277,7
1024,127.368876701,36.308128219,대전광역시 서구 정림동 계백로 1310-33,"{'교통': 0, '마트편의점': 18, '교육시설': 102, '의료시설': 39, '음식점카페': 253, '문화공간': 7}",0,18,102,39,253,7
